MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
no source found,,,,,,,,,,,XDAP419,XDAP419 Edge Safety Glasses - Dawson Black Frame Red Lenses,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,XDAP419,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, XDAP419",PRODUCT,Edge Eyewear XDAP419 Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,XB11PCVS,XB11PCVS Edge Safety Glasses - Photochromic Lense,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,XB11PCVS,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, XB11PCVS",PRODUCT,Edge Eyewear XB11PCVS Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,KB121VS,KB121VS Edge Safety Glasses - Kabru Black Frame,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,KB121VS,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, KB121VS",PRODUCT,Edge Eyewear KB121VS Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,KB126VS,KB126VS Edge Safety Glasses - Kabru Black Frame,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,KB126VS,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, KB126VS",PRODUCT,Edge Eyewear KB126VS Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,TC121VS,TC121VS Edge Safety Glasses - Tacana Black Frame,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,TC121VS,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, TC121VS",PRODUCT,Edge Eyewear TC121VS Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,TC126VS,TC126VS Edge Safety Glasses - Tacana Black Frame,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,TC126VS,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, TC126VS",PRODUCT,Edge Eyewear TC126VS Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MK113MPAP,MK113MPAP Edge Safety Glasses - Makalu Black Frame Polarized,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,MK113MPAP,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, MK113MPAP",PRODUCT,Edge Eyewear MK113MPAP Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,LS117MPAP,LS117MPAP Edge Safety Glasses - Lassen Black Frame Polarized,,,,Edge Eyewear Inc (EDGSA),Wolf Peak International (Edge Eyewear),Edge Eyewear,,LS117MPAP,,,"Wolf Peak International (Edge Eyewear) Edge Eyewear, Product, LS117MPAP",PRODUCT,Edge Eyewear LS117MPAP Product,Edge Eyewear Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,FE-EFX-6L,FEEFX6L Lith Fire Extinguisher,,,,Ohio Firewatch Protection Inc (HOLFS),Ohio Firewatch Protection Inc.,Lith,,FE-EFX-6L,,,"Ohio Firewatch Protection Inc. Lith, Product, FE-EFX-6L",PRODUCT,Lith FE-EFX-6L Product,Lith Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,FE-EFX-9L,FEEFX9L Lith Fire Extinguisher,,,,Ohio Firewatch Protection Inc (HOLFS),Ohio Firewatch Protection Inc.,Lith,,FE-EFX-9L,,,"Ohio Firewatch Protection Inc. Lith, Product, FE-EFX-9L",PRODUCT,Lith FE-EFX-9L Product,Lith Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,1046793,1046793 Smoke & CO Alarm,,,First Alert,First Alert - B R K Brands (2754),Resideo Technologies (First Alert / BRK),First Alert,,1046793,,,"Resideo Technologies (First Alert / BRK) First Alert, Product, 1046793",PRODUCT,First Alert 1046793 Product,First Alert Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,1046870,1046870 Smoke & CO Alarm,,,BRK,First Alert - B R K Brands (2754),Resideo Technologies (First Alert / BRK),First Alert,,1046870,,,"Resideo Technologies (First Alert / BRK) First Alert, Product, 1046870",PRODUCT,First Alert 1046870 Product,First Alert Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,M701B-21L,M701B-21L Milw L Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp.,Milwaukee,,M701B-21L,,,"Milwaukee Electric Tool Corp. Milwaukee, Product, M701B-21L",PRODUCT,Milwaukee M701B-21L Product,Milwaukee Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,M701B-21M,M701B-21M Milw M Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp.,Milwaukee,,M701B-21M,,,"Milwaukee Electric Tool Corp. Milwaukee, Product, M701B-21M",PRODUCT,Milwaukee M701B-21M Product,Milwaukee Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,M701B-21S,M701B-21S Milw S Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp.,Milwaukee,,M701B-21S,,,"Milwaukee Electric Tool Corp. Milwaukee, Product, M701B-21S",PRODUCT,Milwaukee M701B-21S Product,Milwaukee Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,M701B-21XL,M701B-21XL Milw XL Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp.,Milwaukee,,M701B-21XL,,,"Milwaukee Electric Tool Corp. Milwaukee, Product, M701B-21XL",PRODUCT,Milwaukee M701B-21XL Product,Milwaukee Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG42010124,UTW Pro Heated Glove Blk XS,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG42010124,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG42010124",PRODUCT,Mobile Warming MWUG42010124 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG42010224,UTW Pro Heated Glove Blk SM,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG42010224,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG42010224",PRODUCT,Mobile Warming MWUG42010224 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG42010324,UTW Pro Heated Glove Blk MD,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG42010324,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG42010324",PRODUCT,Mobile Warming MWUG42010324 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG42010424,UTW Pro Heated Glove Blk LG,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG42010424,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG42010424",PRODUCT,Mobile Warming MWUG42010424 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG42010524,UTW Pro Heated Glove Blk XL,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG42010524,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG42010524",PRODUCT,Mobile Warming MWUG42010524 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG42010624,UTW Pro Heated Glove Blk 2X,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG42010624,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG42010624",PRODUCT,Mobile Warming MWUG42010624 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG36010225,MWUG36010225 BLK SM Aerial Snow Heated Glove,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG36010225,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG36010225",PRODUCT,Mobile Warming MWUG36010225 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
no source found,,,,,,,,,,,MWUG36010325,MWUG36010325 BLK MD Aerial Snow Heated Glove,,,,Tech Gear 5.7 Inc (TECGE),Tech Gear 5.7 Inc.,Mobile Warming,,MWUG36010325,,,"Tech Gear 5.7 Inc. Mobile Warming, Product, MWUG36010325",PRODUCT,Mobile Warming MWUG36010325 Product,Mobile Warming Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAG: NEEDS_MANUAL_REVIEW (Low Confidence / Unmapped Taxonomy),,,,,,,,,
